Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
181308460,"$100,000 - $199,999",OWNER,Y,18,50-54,Website,YES
181169847,"$  50,000 - $99,999",RENTER,N,3,35-39,Website,NO
180570543,"$100,000 - $199,999",OWNER,N,4,55-59,DirectMarketing,NO
181471443,"$  50,000 - $99,999",OWNER,N,9,50-54,Website,NO
170610924,"$  50,000 - $99,999",OWNER,N,18,45-49,DirectMarketing,NO
110021651,"$100,000 - $199,999",OWNER,N,42,75 years or more,DirectMarketing,NO
180625307,"$300,000 - $399,999",OWNER,N,24,55-59,DirectMarketing,NO
170513596,"$100,000 - $199,999",OWNER,N,10,50-54,DirectMarketing,NO
181196921,"$100,000 - $199,999",OWNER,N,14,45-49,DirectMarketing,YES
180477101,"$  20,000 - $49,999",RENTER,N,13,45-49,Website,NO
170466752,"$100,000 - $199,999",OWNER,N,14,50-54,DirectMarketing,NO
140231976,"$  50,000 - $99,999",OWNER,N,5,30-34,DirectMarketing,NO
180463803,"$100,000 - $199,999",OWNER,Y,18,50-54,DirectMarketing,NO
181535557,"$  20,000 - $49,999",RENTER,N,5,30-34,Website,YES
110214102,"$100,000 - $199,999",OWNER,N,7,45-49,DirectMarketing,NO
160603818,"$  50,000 - $99,999",OWNER,N,28,65-69,DirectMarketing,NO
130410188,"$  20,000 - $49,999",OWNER,N,8,45-49,DirectMarketing,NO
180188471,"$  50,000 - $99,999",RENTER,N,6,60-64,DirectMarketing,NO
180661624,"$  50,000 - $99,999",OWNER,N,16,65-69,DirectMarketing,NO
180759254,"$300,000 - $399,999",OWNER,N,2,30-34,DirectMarketing,NO
140363597,"Under $20,000",RENTER,N,1,25-29,DirectMarketing,NO
130562165,"Under $20,000",RENTER,Y,5,30-34,DirectMarketing,NO
180422143,"Under $20,000",RENTER,N,4,25-29,DirectMarketing,NO
170355991,"$200,000 - $299,999",OWNER,Y,18,50-54,Website,NO
140316151,"$  20,000 - $49,999",RENTER,N,1,30-34,DirectMarketing,NO
180475010,"$100,000 - $199,999",OWNER,Y,18,55-59,DirectMarketing,NO
180695876,"$  20,000 - $49,999",OWNER,N,3,30-34,DirectMarketing,NO
180419198,"$  50,000 - $99,999",OWNER,Y,17,45-49,DirectMarketing,NO
180670963,"$  50,000 - $99,999",OWNER,Y,44,70-74,DirectMarketing,NO
180632750,"$  20,000 - $49,999",OWNER,N,28,70-74,DirectMarketing,YES
180683327,"Under $20,000",RENTER,Y,4,30-34,DirectMarketing,YES
120515068,"$300,000 - $399,999",OWNER,Y,22,50-54,DirectMarketing,NO
180513749,"Under $20,000",OWNER,N,21,50-54,DirectMarketing,NO
180505787,"Under $20,000",RENTER,N,7,25-29,DirectMarketing,NO
180484270,"$  20,000 - $49,999",OWNER,N,2,60-64,DirectMarketing,NO
180450344,"Under $20,000",RENTER,N,1,30-34,Website,NO
180711993,"$100,000 - $199,999",OWNER,N,4,55-59,DirectMarketing,NO
180330559,"Under $20,000",OWNER,Y,2,35-39,Website,NO
180231879,"$  50,000 - $99,999",OWNER,N,31,60-64,Website,NO
180560208,"$200,000 - $299,999",OWNER,Y,3,50-54,DirectMarketing,NO
180414819,"$  50,000 - $99,999",OWNER,Y,7,35-39,DirectMarketing,NO
170039934,"$  50,000 - $99,999",OWNER,N,48,75 years or more,DirectMarketing,NO
180242629,"$  50,000 - $99,999",OWNER,N,9,45-49,DirectMarketing,NO
130474532,"$  50,000 - $99,999",OWNER,N,17,75 years or more,DirectMarketing,NO
181303812,"$  20,000 - $49,999",OWNER,N,6,65-69,DirectMarketing,YES
140252164,"$  50,000 - $99,999",OWNER,N,26,65-69,DirectMarketing,YES
181537348,"$  50,000 - $99,999",OWNER,N,12,30-34,Website,YES
180347208,"$  50,000 - $99,999",OWNER,N,3,75 years or more,DirectMarketing,NO
110244657,"$  20,000 - $49,999",OWNER,N,15,70-74,DirectMarketing,NO
181313290,"$  20,000 - $49,999",RENTER,N,5,35-39,Website,NO
180503363,"$  50,000 - $99,999",RENTER,N,2,50-54,DirectMarketing,NO
140039553,"$  50,000 - $99,999",OWNER,N,1,45-49,DirectMarketing,NO
110601405,"Under $20,000",RENTER,N,7,30-34,DirectMarketing,NO
181369044,"$  50,000 - $99,999",OWNER,Y,18,40-44,DirectMarketing,NO
130381257,"$  20,000 - $49,999",OWNER,Y,9,45-49,DirectMarketing,NO
140468443,"$300,000 - $399,999",OWNER,N,17,45-49,DirectMarketing,YES
180394214,"$  20,000 - $49,999",OWNER,N,19,55-59,DirectMarketing,NO
180669650,"$100,000 - $199,999",OWNER,Y,21,50-54,DirectMarketing,YES
181401585,"$  50,000 - $99,999",OWNER,Y,50,75 years or more,DirectMarketing,YES
181302261,"$  20,000 - $49,999",OWNER,N,6,30-34,DirectMarketing,NO
180454300,"$200,000 - $299,999",OWNER,N,9,45-49,DirectMarketing,NO
170003912,"$100,000 - $199,999",OWNER,N,33,75 years or more,Website,YES
180390062,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,NO
181313420,"$  20,000 - $49,999",OWNER,N,21,70-74,DirectMarketing,NO
120547065,"$100,000 - $199,999",OWNER,N,36,60-64,DirectMarketing,NO
130435836,"$  50,000 - $99,999",OWNER,N,37,70-74,DirectMarketing,YES
180567784,"$100,000 - $199,999",OWNER,N,5,35-39,DirectMarketing,NO
180677664,"$100,000 - $199,999",OWNER,Y,28,35-39,DirectMarketing,YES
180234987,"$  50,000 - $99,999",OWNER,N,18,45-49,DirectMarketing,NO
180419178,"Under $20,000",OWNER,N,1,24 years or less,DirectMarketing,YES
180517694,"$  20,000 - $49,999",OWNER,N,17,55-59,DirectMarketing,NO
180673237,"$100,000 - $199,999",OWNER,N,13,55-59,DirectMarketing,NO
181404535,"$  20,000 - $49,999",OWNER,N,27,75 years or more,DirectMarketing,NO
181473868,"$  50,000 - $99,999",RENTER,N,7,45-49,Website,YES
181303790,"$  50,000 - $99,999",OWNER,N,4,55-59,DirectMarketing,YES
160377690,"Under $20,000",OWNER,N,9,65-69,DirectMarketing,NO
180671223,"$100,000 - $199,999",OWNER,N,18,55-59,DirectMarketing,NO
180345330,"$  20,000 - $49,999",OWNER,N,21,70-74,Website,NO
180628779,"$200,000 - $299,999",OWNER,Y,9,40-44,DirectMarketing,YES
140240201,"$100,000 - $199,999",OWNER,N,45,70-74,DirectMarketing,YES
181405117,"$  50,000 - $99,999",OWNER,N,6,30-34,Website,YES
181537295,"$  20,000 - $49,999",RENTER,N,4,60-64,Website,YES
181256776,"$200,000 - $299,999",OWNER,Y,16,50-54,DirectMarketing,YES
180578707,"$  20,000 - $49,999",OWNER,Y,12,45-49,DirectMarketing,NO
180392013,"Under $20,000",OWNER,N,7,55-59,DirectMarketing,NO
180537798,"$  20,000 - $49,999",OWNER,N,8,35-39,DirectMarketing,NO
180444053,"$  20,000 - $49,999",OWNER,N,12,50-54,DirectMarketing,NO
110184366,"$  20,000 - $49,999",OWNER,N,2,35-39,DirectMarketing,NO
110261562,"$  50,000 - $99,999",OWNER,N,6,45-49,DirectMarketing,NO
181313716,"Under $20,000",RENTER,N,2,40-44,Website,NO
180507152,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,NO
180726891,"$300,000 - $399,999",OWNER,Y,13,50-54,DirectMarketing,NO
181207431,"Under $20,000",RENTER,N,11,45-49,Website,NO
180315844,"Under $20,000",RENTER,N,2,25-29,DirectMarketing,NO
150014263,"$  20,000 - $49,999",OWNER,N,3,25-29,DirectMarketing,NO
170112405,"$300,000 - $399,999",OWNER,Y,30,55-59,DirectMarketing,NO
180348957,"$  20,000 - $49,999",OWNER,N,3,30-34,DirectMarketing,NO
181192853,"$100,000 - $199,999",OWNER,Y,3,30-34,DirectMarketing,YES
120412609,"$  50,000 - $99,999",OWNER,N,47,75 years or more,DirectMarketing,YES
180735359,"$  50,000 - $99,999",OWNER,N,6,55-59,DirectMarketing,NO
180486542,"$  50,000 - $99,999",OWNER,Y,5,65-69,DirectMarketing,NO
180290449,"$  20,000 - $49,999",RENTER,N,2,25-29,DirectMarketing,NO
180358223,"Under $20,000",OWNER,N,8,35-39,DirectMarketing,NO
181334746,"$100,000 - $199,999",OWNER,N,23,70-74,DirectMarketing,YES
140157272,"$200,000 - $299,999",OWNER,N,10,40-44,DirectMarketing,NO
180747692,"$100,000 - $199,999",OWNER,N,16,55-59,DirectMarketing,NO
180366470,"$  50,000 - $99,999",OWNER,N,15,45-49,DirectMarketing,NO
180337886,"$  50,000 - $99,999",OWNER,N,16,60-64,DirectMarketing,NO
180559865,"Under $20,000",RENTER,N,24,55-59,DirectMarketing,NO
160307270,"$100,000 - $199,999",RENTER,Y,22,45-49,DirectMarketing,NO
180428504,"$  20,000 - $49,999",OWNER,Y,14,45-49,Website,NO
120127821,"$300,000 - $399,999",OWNER,N,30,60-64,DirectMarketing,YES
170406181,"$100,000 - $199,999",OWNER,N,5,40-44,DirectMarketing,NO
180192377,"$  20,000 - $49,999",OWNER,N,9,30-34,DirectMarketing,NO
140329024,"$200,000 - $299,999",OWNER,Y,2,40-44,DirectMarketing,NO
170237516,"Under $20,000",RENTER,N,8,30-34,Website,NO
180168638,"Under $20,000",RENTER,N,7,30-34,DirectMarketing,NO
181319898,"$100,000 - $199,999",OWNER,Y,18,55-59,DirectMarketing,YES
160608214,"$  50,000 - $99,999",OWNER,N,6,55-59,DirectMarketing,NO
181258293,"$  20,000 - $49,999",RENTER,N,4,35-39,Website,NO
150198937,"$500,000 Plus",OWNER,Y,4,40-44,DirectMarketing,NO
150565247,"Under $20,000",RENTER,N,1,75 years or more,DirectMarketing,YES
181286765,"$  50,000 - $99,999",OWNER,N,10,55-59,Website,NO
180567466,"$  50,000 - $99,999",RENTER,N,1,45-49,DirectMarketing,NO
110490721,"$  50,000 - $99,999",OWNER,N,20,75 years or more,DirectMarketing,NO
180276612,"$100,000 - $199,999",OWNER,N,10,45-49,Website,NO
150033870,"$  50,000 - $99,999",RENTER,N,1,30-34,DirectMarketing,YES
150242547,"$  20,000 - $49,999",RENTER,N,7,40-44,Website,NO
180427005,"$  20,000 - $49,999",OWNER,N,12,45-49,DirectMarketing,NO
180415585,"$  20,000 - $49,999",RENTER,N,12,45-49,Website,NO
181260448,"Under $20,000",RENTER,N,4,35-39,Website,NO
181412651,"$  50,000 - $99,999",OWNER,N,15,45-49,Website,NO
180634062,"$100,000 - $199,999",OWNER,Y,21,50-54,DirectMarketing,NO
180476571,"$  20,000 - $49,999",OWNER,Y,1,30-34,DirectMarketing,NO
120259162,"$  50,000 - $99,999",OWNER,N,7,55-59,DirectMarketing,YES
180557930,"$100,000 - $199,999",OWNER,Y,15,45-49,DirectMarketing,NO
180517495,"$  20,000 - $49,999",RENTER,N,1,30-34,Website,NO
110233527,"$  50,000 - $99,999",OWNER,N,46,75 years or more,DirectMarketing,NO
170556387,"$  50,000 - $99,999",OWNER,N,11,55-59,DirectMarketing,NO
180399958,"$100,000 - $199,999",OWNER,N,21,55-59,DirectMarketing,NO
130599678,"$  50,000 - $99,999",OWNER,N,10,65-69,Website,NO
130600686,"$100,000 - $199,999",OWNER,Y,38,55-59,DirectMarketing,YES
180462894,"$  20,000 - $49,999",OWNER,N,28,75 years or more,DirectMarketing,NO
180678701,"$  50,000 - $99,999",OWNER,N,32,65-69,DirectMarketing,NO
120122641,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,NO
170039094,"Under $20,000",OWNER,N,38,70-74,DirectMarketing,YES
160452058,"$  50,000 - $99,999",OWNER,Y,13,50-54,Website,YES
180597748,"$  50,000 - $99,999",OWNER,N,1,25-29,DirectMarketing,NO
180597750,"$  50,000 - $99,999",OWNER,N,1,25-29,DirectMarketing,NO
180231948,"$200,000 - $299,999",OWNER,Y,40,65-69,DirectMarketing,NO
160328515,"$  50,000 - $99,999",OWNER,N,38,75 years or more,Website,YES
180488787,"$  20,000 - $49,999",OWNER,N,3,25-29,DirectMarketing,NO
140331166,"$100,000 - $199,999",OWNER,Y,24,50-54,DirectMarketing,NO
180691848,"$300,000 - $399,999",OWNER,N,41,65-69,DirectMarketing,NO
180581443,"$  20,000 - $49,999",OWNER,N,7,45-49,DirectMarketing,NO
110502754,"$500,000 Plus",OWNER,Y,20,45-49,DirectMarketing,NO
120411209,"$  20,000 - $49,999",OWNER,N,13,60-64,DirectMarketing,NO
180549678,"$300,000 - $399,999",OWNER,Y,18,45-49,Website,NO
180474623,"$  50,000 - $99,999",OWNER,N,14,55-59,DirectMarketing,NO
180408970,"$  50,000 - $99,999",OWNER,N,2,50-54,Website,NO
110001064,"$100,000 - $199,999",OWNER,N,54,75 years or more,DirectMarketing,NO
180476400,"$300,000 - $399,999",OWNER,Y,19,50-54,DirectMarketing,YES
130531841,"$  50,000 - $99,999",RENTER,N,5,45-49,DirectMarketing,NO
110299383,"$100,000 - $199,999",OWNER,Y,19,50-54,DirectMarketing,NO
180252909,"$100,000 - $199,999",OWNER,N,18,50-54,DirectMarketing,NO
180562265,"$100,000 - $199,999",OWNER,N,1,45-49,DirectMarketing,NO
181450112,"Under $20,000",OWNER,N,12,45-49,Website,NO
180460336,"$100,000 - $199,999",OWNER,N,19,65-69,Website,NO
150040093,"Under $20,000",OWNER,N,2,25-29,DirectMarketing,NO
180340130,"Under $20,000",RENTER,N,2,30-34,DirectMarketing,NO
180548801,"Under $20,000",RENTER,N,5,35-39,DirectMarketing,NO
180673503,"$  50,000 - $99,999",RENTER,N,10,55-59,DirectMarketing,NO
181509619,"$400,000 - $499,999",OWNER,N,14,45-49,DirectMarketing,YES
180744293,"$100,000 - $199,999",OWNER,N,2,30-34,DirectMarketing,NO
180306039,"$  50,000 - $99,999",OWNER,N,39,70-74,Website,NO
160123569,"$  50,000 - $99,999",OWNER,N,20,55-59,DirectMarketing,YES
160172359,"$100,000 - $199,999",OWNER,N,2,45-49,DirectMarketing,NO
150469676,"$  50,000 - $99,999",OWNER,N,23,75 years or more,DirectMarketing,NO
160190328,"$100,000 - $199,999",OWNER,Y,1,45-49,Website,NO
180305849,"Under $20,000",RENTER,N,2,25-29,Website,NO
130007093,"Under $20,000",OWNER,N,47,75 years or more,DirectMarketing,NO
140573723,"$100,000 - $199,999",OWNER,N,7,50-54,DirectMarketing,NO
160601305,"$  50,000 - $99,999",OWNER,N,31,65-69,DirectMarketing,NO
110088935,"$  20,000 - $49,999",OWNER,N,31,70-74,DirectMarketing,YES
180493474,"$  50,000 - $99,999",RENTER,N,4,25-29,Website,NO
180579805,"Under $20,000",RENTER,N,1,24 years or less,DirectMarketing,NO
120028890,"$  20,000 - $49,999",RENTER,N,3,25-29,DirectMarketing,NO
180536118,"$  20,000 - $49,999",OWNER,N,18,55-59,DirectMarketing,NO
180641220,"$  50,000 - $99,999",OWNER,Y,8,45-49,DirectMarketing,NO
180706528,"$100,000 - $199,999",OWNER,Y,14,60-64,DirectMarketing,NO
181206705,"$100,000 - $199,999",OWNER,N,21,50-54,DirectMarketing,NO
181440739,"$  50,000 - $99,999",RENTER,N,4,40-44,Website,NO
180742035,"$  50,000 - $99,999",OWNER,N,5,45-49,DirectMarketing,NO
181313602,"$  20,000 - $49,999",OWNER,N,21,45-49,Website,NO
181287275,"$100,000 - $199,999",OWNER,N,10,60-64,DirectMarketing,NO
110246526,"$100,000 - $199,999",OWNER,Y,23,55-59,DirectMarketing,NO
180758060,"Under $20,000",RENTER,N,8,24 years or less,DirectMarketing,NO
181312019,"$100,000 - $199,999",OWNER,Y,8,35-39,DirectMarketing,NO
120334573,"$  20,000 - $49,999",RENTER,N,1,45-49,DirectMarketing,NO
150538619,"$300,000 - $399,999",OWNER,Y,16,60-64,DirectMarketing,NO
140521965,"$200,000 - $299,999",OWNER,N,20,45-49,DirectMarketing,NO
170410717,"$  20,000 - $49,999",OWNER,N,23,45-49,DirectMarketing,YES
181507640,"$200,000 - $299,999",OWNER,Y,4,45-49,DirectMarketing,YES
150559591,"$  50,000 - $99,999",OWNER,N,15,55-59,DirectMarketing,NO
181266120,"$100,000 - $199,999",OWNER,N,9,55-59,Website,NO
180641217,"$300,000 - $399,999",OWNER,Y,18,55-59,Website,NO
150191944,"$  20,000 - $49,999",OWNER,N,25,65-69,DirectMarketing,NO
160275742,"Under $20,000",RENTER,N,6,50-54,DirectMarketing,NO
181336542,"$100,000 - $199,999",OWNER,Y,11,45-49,DirectMarketing,NO
140578791,"$  20,000 - $49,999",OWNER,Y,42,60-64,DirectMarketing,NO
181314820,"$  20,000 - $49,999",RENTER,N,10,40-44,Website,NO
180436747,"$  20,000 - $49,999",OWNER,Y,22,45-49,Website,NO
180341737,"$  20,000 - $49,999",RENTER,N,4,30-34,Website,NO
120087543,"$  50,000 - $99,999",RENTER,N,7,40-44,Website,NO
180333556,"$  20,000 - $49,999",OWNER,N,21,75 years or more,DirectMarketing,NO
180455655,"$  50,000 - $99,999",RENTER,N,5,55-59,Website,NO
150120670,"$100,000 - $199,999",OWNER,N,24,70-74,DirectMarketing,YES
150464125,"$  50,000 - $99,999",RENTER,N,4,50-54,DirectMarketing,NO
181535222,"$300,000 - $399,999",OWNER,Y,30,55-59,Website,YES
140120277,"$  20,000 - $49,999",OWNER,N,21,75 years or more,DirectMarketing,YES
180566806,"$500,000 Plus",OWNER,N,24,50-54,DirectMarketing,YES
180336759,"$100,000 - $199,999",OWNER,N,23,24 years or less,DirectMarketing,NO
180323365,"$  20,000 - $49,999",OWNER,N,1,30-34,DirectMarketing,NO
120039607,"$  50,000 - $99,999",OWNER,N,49,75 years or more,DirectMarketing,YES
140394201,"$100,000 - $199,999",OWNER,Y,24,65-69,DirectMarketing,YES
181361385,"$  50,000 - $99,999",OWNER,Y,24,50-54,Website,NO
180625549,"$200,000 - $299,999",OWNER,N,2,30-34,DirectMarketing,NO
180607258,"$100,000 - $199,999",OWNER,N,27,50-54,DirectMarketing,NO
180290138,"$  50,000 - $99,999",OWNER,N,28,55-59,DirectMarketing,NO
170260651,"$100,000 - $199,999",OWNER,Y,13,50-54,Website,NO
130443823,"$400,000 - $499,999",OWNER,N,7,45-49,DirectMarketing,NO
160259334,"$300,000 - $399,999",OWNER,N,24,60-64,DirectMarketing,NO
130116874,"$100,000 - $199,999",OWNER,N,6,45-49,DirectMarketing,NO
130339446,"$100,000 - $199,999",OWNER,Y,9,50-54,DirectMarketing,NO
130468918,"$  50,000 - $99,999",OWNER,N,1,45-49,DirectMarketing,NO
180542465,"$300,000 - $399,999",OWNER,N,21,60-64,DirectMarketing,NO
140437818,"$  20,000 - $49,999",OWNER,N,28,65-69,DirectMarketing,YES
120259330,"$  50,000 - $99,999",OWNER,N,2,24 years or less,DirectMarketing,NO
181550980,"$  50,000 - $99,999",OWNER,N,20,75 years or more,Website,NO
120515936,"$100,000 - $199,999",OWNER,N,9,45-49,DirectMarketing,NO
110025606,"$100,000 - $199,999",OWNER,N,30,60-64,Website,NO
181259952,"$200,000 - $299,999",OWNER,Y,34,60-64,DirectMarketing,NO
150547033,"$100,000 - $199,999",OWNER,N,3,60-64,Website,NO
160239573,"$100,000 - $199,999",OWNER,N,4,30-34,DirectMarketing,NO
140253109,"$100,000 - $199,999",OWNER,N,4,25-29,DirectMarketing,NO
140527047,"$100,000 - $199,999",OWNER,N,11,55-59,Website,NO
181394234,"$100,000 - $199,999",RENTER,N,1,40-44,DirectMarketing,NO
181427453,"$100,000 - $199,999",OWNER,N,12,40-44,DirectMarketing,YES
180214330,"$100,000 - $199,999",OWNER,N,12,40-44,Website,NO
160072581,"$100,000 - $199,999",OWNER,N,19,65-69,Website,NO
140003314,"$500,000 Plus",OWNER,N,36,75 years or more,DirectMarketing,YES
181209890,"$400,000 - $499,999",OWNER,Y,17,50-54,DirectMarketing,YES
170027614,"$100,000 - $199,999",OWNER,N,18,55-59,DirectMarketing,YES
181374775,"$  50,000 - $99,999",OWNER,N,28,65-69,DirectMarketing,NO
180471099,"$100,000 - $199,999",OWNER,N,7,45-49,DirectMarketing,NO
180260288,"$200,000 - $299,999",OWNER,N,12,40-44,DirectMarketing,NO
160578765,"$300,000 - $399,999",OWNER,Y,23,50-54,DirectMarketing,NO
140532962,"$400,000 - $499,999",OWNER,Y,11,50-54,Website,YES
120048378,"$  50,000 - $99,999",OWNER,N,10,50-54,DirectMarketing,NO
130519339,"$100,000 - $199,999",OWNER,N,1,70-74,DirectMarketing,NO
170516277,"$100,000 - $199,999",OWNER,N,24,60-64,DirectMarketing,NO
180355555,"$  50,000 - $99,999",OWNER,Y,10,35-39,Website,NO
170521016,"$  20,000 - $49,999",OWNER,N,2,25-29,Website,NO
180694968,"$100,000 - $199,999",OWNER,N,18,70-74,DirectMarketing,NO
181502957,"$100,000 - $199,999",OWNER,N,11,65-69,Website,NO
120456667,"$300,000 - $399,999",RENTER,Y,3,55-59,DirectMarketing,NO
180332004,"$300,000 - $399,999",OWNER,Y,22,60-64,DirectMarketing,NO
180231857,"$200,000 - $299,999",RENTER,N,1,50-54,Website,NO
180299463,"$  50,000 - $99,999",OWNER,N,18,65-69,DirectMarketing,NO
180353469,"$  20,000 - $49,999",OWNER,Y,37,60-64,DirectMarketing,YES
181256257,"Under $20,000",RENTER,N,3,40-44,Website,NO
160327157,"$300,000 - $399,999",OWNER,N,9,55-59,Website,NO
110259854,"Under $20,000",RENTER,N,5,50-54,DirectMarketing,NO
180642521,"$  20,000 - $49,999",RENTER,N,5,50-54,DirectMarketing,NO
181455024,"$  20,000 - $49,999",RENTER,Y,1,35-39,DirectMarketing,YES
180365925,"$  20,000 - $49,999",OWNER,N,6,25-29,DirectMarketing,NO
140521783,"$  50,000 - $99,999",OWNER,N,43,55-59,DirectMarketing,NO
180538841,"$  20,000 - $49,999",RENTER,N,1,25-29,DirectMarketing,NO
181404414,"$  50,000 - $99,999",RENTER,N,3,25-29,DirectMarketing,YES
180065664,"$  50,000 - $99,999",RENTER,N,6,45-49,DirectMarketing,NO
180234502,"$  20,000 - $49,999",RENTER,N,2,24 years or less,DirectMarketing,NO
180300568,"$  20,000 - $49,999",RENTER,N,2,25-29,Website,NO
180378030,"$  50,000 - $99,999",OWNER,N,10,65-69,DirectMarketing,NO
181454049,"$  20,000 - $49,999",RENTER,N,2,25-29,DirectMarketing,YES
140459567,"$100,000 - $199,999",OWNER,Y,18,60-64,DirectMarketing,NO
180714590,"$  50,000 - $99,999",OWNER,N,10,45-49,DirectMarketing,NO
180385292,"$  50,000 - $99,999",OWNER,Y,21,60-64,DirectMarketing,NO
180366986,"Under $20,000",RENTER,N,7,70-74,DirectMarketing,NO
130528327,"Under $20,000",RENTER,N,1,25-29,Website,NO
181374269,"$  50,000 - $99,999",OWNER,N,3,65-69,Website,NO
180373605,"$  50,000 - $99,999",OWNER,N,23,60-64,DirectMarketing,NO
180452712,"Under $20,000",OWNER,N,9,40-44,DirectMarketing,YES
180761993,"$  20,000 - $49,999",OWNER,N,23,60-64,DirectMarketing,NO
180438704,"Under $20,000",OWNER,N,3,60-64,DirectMarketing,NO
180610282,"Under $20,000",OWNER,N,44,75 years or more,DirectMarketing,NO
180473129,"$  20,000 - $49,999",OWNER,Y,6,45-49,Website,NO
180430394,"$  20,000 - $49,999",OWNER,N,47,75 years or more,DirectMarketing,NO
180186145,"$  50,000 - $99,999",RENTER,N,3,40-44,DirectMarketing,NO
181395469,"$  20,000 - $49,999",OWNER,N,16,45-49,Website,NO
181197712,"Under $20,000",RENTER,N,1,25-29,DirectMarketing,YES
181547794,"Under $20,000",RENTER,N,13,35-39,Website,YES
180498403,"$  50,000 - $99,999",OWNER,Y,11,60-64,DirectMarketing,NO
150608192,"$100,000 - $199,999",OWNER,Y,9,50-54,DirectMarketing,NO
181538398,"$100,000 - $199,999",OWNER,N,10,40-44,Website,YES
181553561,"$100,000 - $199,999",OWNER,N,14,60-64,Website,YES
180742909,"$100,000 - $199,999",OWNER,N,46,75 years or more,DirectMarketing,NO
180618244,"$  50,000 - $99,999",OWNER,N,22,60-64,DirectMarketing,NO
140279800,"Under $20,000",OWNER,N,49,75 years or more,DirectMarketing,NO
181292622,"Under $20,000",RENTER,N,1,40-44,Website,NO
181284656,"$  20,000 - $49,999",RENTER,N,5,45-49,Website,NO
180076947,"Under $20,000",OWNER,N,11,65-69,DirectMarketing,NO
180462683,"$  20,000 - $49,999",RENTER,N,1,70-74,Website,NO
